"price","date"
4.72339,"21/9/2017 20:47:46"4.72339,"21/9/2017 20:47:47"4.72339,"21/9/2017 20:47:48"4.72339,"21/9/2017 20:47:48"4.72339,"21/9/2017 20:47:50"4.72339,"21/9/2017 20:47:50"4.72339,"21/9/2017 20:47:52"4.72339,"21/9/2017 20:47:52"
