"price","date"
10.9537,"21/9/2017 20:47:46"10.9537,"21/9/2017 20:47:47"10.9537,"21/9/2017 20:47:48"10.9537,"21/9/2017 20:47:48"10.9537,"21/9/2017 20:47:50"10.9537,"21/9/2017 20:47:50"10.9537,"21/9/2017 20:47:52"10.9537,"21/9/2017 20:47:52"
